,Unnamed: 0,team_key,name,rank,playoff_seed,outcome_totals,streak,points_for,points_against,wins,losses,ties,percentage,moves,faab_balance,league_key,team_id,league_id,manager_key,rs_score,diff,p_score,playoff_wins,league_url,season,manager,p_score_revised
76,76,371.l.347949.t.7,BryanIsATampon,1,1.0,"{'wins': '10', 'losses': '3', 'ties': 0, 'percentage': '.769'}","{'type': 'win', 'value': '3'}",1741.16,1460.06,10,3,0,0.769,40,3,371.l.347949,7,347949,347949.7,1741.16,0.0,247.45,2,https://football.fantasysports.yahoo.com/2017/f1/347949,2017,Patrick,247.45
77,77,371.l.347949.t.5,CantStopWontStop,2,3.0,"{'wins': '9', 'losses': '4', 'ties': 0, 'percentage': '.692'}","{'type': 'win', 'value': '5'}",1608.58,1519.41,9,4,0,0.692,34,3,371.l.347949,5,347949,347949.5,1608.58,0.0,378.32,2,https://football.fantasysports.yahoo.com/2017/f1/347949,2017,Benjamin,378.32
78,78,371.l.347949.t.6,Kareem'd my Pants,3,2.0,"{'wins': '9', 'losses': '4', 'ties': 0, 'percentage': '.692'}","{'type': 'win', 'value': '2'}",1888.1,1496.12,9,4,0,0.692,59,1,371.l.347949,6,347949,347949.6,1888.1,0.0,295.49,1,https://football.fantasysports.yahoo.com/2017/f1/347949,2017,Duncan,295.49
79,79,371.l.347949.t.3,Golladayum,4,4.0,"{'wins': '8', 'losses': '5', 'ties': 0, 'percentage': '.615'}","{'type': 'win', 'value': '1'}",1679.6,1595.23,8,5,0,0.615,22,4,371.l.347949,3,347949,347949.3,1679.6,0.0,392.67,1,https://football.fantasysports.yahoo.com/2017/f1/347949,2017,Mark,392.67
80,80,371.l.347949.t.4,The Brady Bunch,5,6.0,"{'wins': '6', 'losses': '7', 'ties': 0, 'percentage': '.462'}","{'type': 'loss', 'value': '3'}",1569.57,1598.71,6,7,0,0.462,35,2,371.l.347949,4,347949,347949.4,1569.57,0.0,240.2,1,https://football.fantasysports.yahoo.com/2017/f1/347949,2017,Bryan,240.2
81,81,371.l.347949.t.2,Dezspacito,6,5.0,"{'wins': '7', 'losses': '6', 'ties': 0, 'percentage': '.538'}","{'type': 'win', 'value': '2'}",1641.94,1592.5,7,6,0,0.538,37,1,371.l.347949,2,347949,347949.2,1641.94,0.0,252.03,0,https://football.fantasysports.yahoo.com/2017/f1/347949,2017,David Casstevens,252.03
82,82,371.l.347949.t.9,Magic Skol Bus,7,9.0,"{'wins': '4', 'losses': '9', 'ties': 0, 'percentage': '.308'}","{'type': 'loss', 'value': '2'}",1553.96,1642.64,4,9,0,0.308,48,3,371.l.347949,9,347949,347949.9,1553.96,0.0,255.77,2,https://football.fantasysports.yahoo.com/2017/f1/347949,2017,Kevin,255.77
83,83,371.l.347949.t.8,Fetty Watt,8,10.0,"{'wins': '2', 'losses': '11', 'ties': 0, 'percentage': '.154'}","{'type': 'loss', 'value': '6'}",1393.5,1756.45,2,11,0,0.154,28,2,371.l.347949,8,347949,347949.8,1393.5,0.0,200.64,1,https://football.fantasysports.yahoo.com/2017/f1/347949,2017,Luke,200.64000000000001
84,84,371.l.347949.t.10,The Juice Is Loose,9,8.0,"{'wins': '5', 'losses': '8', 'ties': 0, 'percentage': '.385'}","{'type': 'loss', 'value': '2'}",1437.41,1707.19,5,8,0,0.385,30,1,371.l.347949,10,347949,347949.1,1437.41,0.0,247.3,1,https://football.fantasysports.yahoo.com/2017/f1/347949,2017,Krista,176.14
85,85,371.l.347949.t.1,UGotAnyGamesOnUrPhon,10,7.0,"{'wins': '5', 'losses': '8', 'ties': 0, 'percentage': '.385'}","{'type': 'loss', 'value': '1'}",1510.12,1655.63,5,8,0,0.385,30,0,371.l.347949,1,347949,347949.1,1510.12,0.0,176.14,0,https://football.fantasysports.yahoo.com/2017/f1/347949,2017,Scott Gunter,176.14
86,86,380.l.153194.t.3,CantStopWontStop,1,5.0,"{'wins': '7', 'losses': '6', 'ties': 0, 'percentage': '.538'}","{'type': 'win', 'value': '4'}",1972.72,1893.14,7,6,0,0.538,31,4,380.l.153194,3,153194,153194.3,1972.72,0.0,500.73,3,https://football.fantasysports.yahoo.com/2018/f1/153194,2018,Benjamin,500.73
87,87,380.l.153194.t.8,WoW,2,2.0,"{'wins': '9', 'losses': '4', 'ties': 0, 'percentage': '.692'}","{'type': 'loss', 'value': '3'}",2297.74,2037.73,9,4,0,0.692,37,6,380.l.153194,8,153194,153194.8,2297.74,0.0,299.12,1,https://football.fantasysports.yahoo.com/2018/f1/153194,2018,Kevin,299.12
88,88,380.l.153194.t.7,Captain Crunch,3,1.0,"{'wins': '10', 'losses': '3', 'ties': 0, 'percentage': '.769'}","{'type': 'win', 'value': '7'}",2224.75,2031.83,10,3,0,0.769,40,2,380.l.153194,7,153194,153194.7,2224.75,0.0,281.27,1,https://football.fantasysports.yahoo.com/2018/f1/153194,2018,Duncan,281.27
89,89,380.l.153194.t.1,TheVikingsCurse,4,6.0,"{'wins': '6', 'losses': '7', 'ties': 0, 'percentage': '.462'}","{'type': 'loss', 'value': '4'}",1980.09,1923.95,6,7,0,0.462,18,1,380.l.153194,1,153194,153194.1,1980.09,0.0,416.61,1,https://football.fantasysports.yahoo.com/2018/f1/153194,2018,Scott Gunter,416.61
90,90,380.l.153194.t.9,Scott=FreeWin,5,4.0,"{'wins': '7', 'losses': '6', 'ties': 0, 'percentage': '.538'}","{'type': 'win', 'value': '2'}",2011.13,2034.69,7,6,0,0.538,47,1,380.l.153194,9,153194,153194.9,2011.13,2.27e-13,259.25,1,https://football.fantasysports.yahoo.com/2018/f1/153194,2018,Bryan,259.25
91,91,380.l.153194.t.4,needeyecontact,6,3.0,"{'wins': '7', 'losses': '6', 'ties': 0, 'percentage': '.538'}","{'type': 'loss', 'value': '1'}",2142.29,2047.79,7,6,0,0.538,30,0,380.l.153194,4,153194,153194.4,2142.29,0.0,250.89,0,https://football.fantasysports.yahoo.com/2018/f1/153194,2018,David Casstevens,250.89
92,92,380.l.153194.t.5,DeshaunJJWattson,7,7.0,"{'wins': '6', 'losses': '7', 'ties': 0, 'percentage': '.462'}","{'type': 'win', 'value': '1'}",1950.34,2080.44,6,7,0,0.462,32,1,380.l.153194,5,153194,153194.5,1950.34,0.0,300.9,2,https://football.fantasysports.yahoo.com/2018/f1/153194,2018,Luke,300.9
93,93,380.l.153194.t.6,KENNY G BABY,8,8.0,"{'wins': '6', 'losses': '7', 'ties': 0, 'percentage': '.462'}","{'type': 'loss', 'value': '1'}",1898.15,1945.79,6,7,0,0.462,23,4,380.l.153194,6,153194,153194.6,1898.15,0.0,281.63,1,https://football.fantasysports.yahoo.com/2018/f1/153194,2018,Mark,281.63
94,94,380.l.153194.t.10,Zee-kee DoULoveMe?,9,9.0,"{'wins': '5', 'losses': '8', 'ties': 0, 'percentage': '.385'}","{'type': 'loss', 'value': '2'}",1852.85,2047.4,5,8,0,0.385,28,1,380.l.153194,10,153194,153194.1,1852.85,0.0,245.12,1,https://football.fantasysports.yahoo.com/2018/f1/153194,2018,Krista,416.61
95,95,380.l.153194.t.2,Pat Actual,10,10.0,"{'wins': '2', 'losses': '11', 'ties': 0, 'percentage': '.154'}","{'type': 'win', 'value': '1'}",1750.3,2037.6,2,11,0,0.154,28,4,380.l.153194,2,153194,153194.2,1750.3,0.0,206.11,0,https://football.fantasysports.yahoo.com/2018/f1/153194,2018,Patrick,206.10999999999999
96,96,390.l.102231.t.8,Brown Rehab Facility,1,2.0,"{'wins': '8', 'losses': '5', 'ties': 0, 'percentage': '.615'}","{'type': 'loss', 'value': '2'}",2107.81,1896.26,8,5,0,0.615,42,0,390.l.102231,8,102231,102231.8,2107.81,0.0,356.13,2,https://football.fantasysports.yahoo.com/2019/f1/102231,2019,Bryan,356.13
97,97,390.l.102231.t.3,MAGA Cracker,2,1.0,"{'wins': '11', 'losses': '2', 'ties': 0, 'percentage': '.846'}","{'type': 'win', 'value': '6'}",2286.88,1838.13,11,2,0,0.846,37,4,390.l.102231,3,102231,102231.3,2286.88,0.0,342.17,1,https://football.fantasysports.yahoo.com/2019/f1/102231,2019,Duncan,342.17
98,98,390.l.102231.t.9,Marquez Exxon Valdez,3,6.0,"{'wins': '6', 'losses': '7', 'ties': 0, 'percentage': '.462'}","{'type': 'win', 'value': '4'}",1901.55,2035.23,6,7,0,0.462,54,6,390.l.102231,9,102231,102231.9,1901.55,0.0,521.21,2,https://football.fantasysports.yahoo.com/2019/f1/102231,2019,Kevin,521.21
99,99,390.l.102231.t.10,Talented Mr. Ridley,4,5.0,"{'wins': '7', 'losses': '6', 'ties': 0, 'percentage': '.538'}","{'type': 'win', 'value': '2'}",1899.47,1891.95,7,6,0,0.538,15,3,390.l.102231,10,102231,102231.1,1899.47,0.0,439.64,1,https://football.fantasysports.yahoo.com/2019/f1/102231,2019,Krista,322.61
100,100,390.l.102231.t.7,WeEatinGOOD,5,3.0,"{'wins': '7', 'losses': '6', 'ties': 0, 'percentage': '.538'}","{'type': 'win', 'value': '2'}",2072.04,1894.36,7,6,0,0.538,33,1,390.l.102231,7,102231,102231.7,2072.04,0.0,305.28,1,https://football.fantasysports.yahoo.com/2019/f1/102231,2019,Patrick,305.28
101,101,390.l.102231.t.4,Deez Nutz,6,4.0,"{'wins': '7', 'losses': '6', 'ties': 0, 'percentage': '.538'}","{'type': 'loss', 'value': '2'}",1963.06,1894.52,7,6,0,0.538,22,1,390.l.102231,4,102231,102231.4,1963.06,0.0,273.02,0,https://football.fantasysports.yahoo.com/2019/f1/102231,2019,Luke,273.02
102,102,390.l.102231.t.1,TurnUrHead&Goff,7,7.0,"{'wins': '6', 'losses': '7', 'ties': 0, 'percentage': '.462'}","{'type': 'win', 'value': '2'}",1896.65,1915.52,6,7,0,0.462,21,2,390.l.102231,1,102231,102231.1,1896.65,0.0,322.61,2,https://football.fantasysports.yahoo.com/2019/f1/102231,2019,Scott Gunter,322.61
103,103,390.l.102231.t.6,fuMinshew,8,9.0,"{'wins': '4', 'losses': '9', 'ties': 0, 'percentage': '.308'}","{'type': 'loss', 'value': '4'}",1898.53,2178.73,4,9,0,0.308,37,2,390.l.102231,6,102231,102231.6,1898.53,0.0,218.17,1,https://football.fantasysports.yahoo.com/2019/f1/102231,2019,David Casstevens,218.17000000000002
104,104,390.l.102231.t.2,FonziFonarelli,9,8.0,"{'wins': '6', 'losses': '7', 'ties': 0, 'percentage': '.462'}","{'type': 'loss', 'value': '2'}",1816.22,2005.48,6,7,0,0.462,22,6,390.l.102231,2,102231,102231.2,1816.22,0.0,249.82,1,https://football.fantasysports.yahoo.com/2019/f1/102231,2019,Benjamin,249.82
105,105,390.l.102231.t.5,Rockin a Chubb,10,10.0,"{'wins': '3', 'losses': '10', 'ties': 0, 'percentage': '.231'}","{'type': 'loss', 'value': '5'}",1695.0,1987.03,3,10,0,0.231,34,3,390.l.102231,5,102231,102231.5,1695.0,0.0,252.66,0,https://football.fantasysports.yahoo.com/2019/f1/102231,2019,Mark,252.66
106,106,399.l.523631.t.9,Did It All 4 DiNucci,2,2.0,"{'wins': '9', 'losses': '4', 'ties': 0, 'percentage': '.692'}","{'type': 'win', 'value': '1'}",2137.3,1895.49,9,4,0,0.692,55,2,399.l.523631,9,523631,523631.9,2137.3,0.0,356.93,1,https://football.fantasysports.yahoo.com/2020/f1/523631,2020,Kevin,356.93
107,107,399.l.523631.t.1,2018 Pro Bowlers,6,3.0,"{'wins': '7', 'losses': '6', 'ties': 0, 'percentage': '.538'}","{'type': 'win', 'value': '2'}",2004.16,2111.98,7,6,0,0.538,20,2,399.l.523631,1,523631,523631.1,2004.16,0.0,428.37,0,https://football.fantasysports.yahoo.com/2020/f1/523631,2020,Scott Gunter,314.59
108,108,399.l.523631.t.5,2 CeeDeez Nuts,3,1.0,"{'wins': '10', 'losses': '3', 'ties': 0, 'percentage': '.769'}","{'type': 'loss', 'value': '1'}",1994.87,1820.37,10,3,0,0.769,36,2,399.l.523631,5,523631,523631.5,1994.87,-2.27e-13,323.2,1,https://football.fantasysports.yahoo.com/2020/f1/523631,2020,Mark,323.2
109,109,399.l.523631.t.4,Landis,4,6.0,"{'wins': '5', 'losses': '8', 'ties': 0, 'percentage': '.385'}","{'type': 'loss', 'value': '3'}",1938.83,2002.15,5,8,0,0.385,44,1,399.l.523631,4,523631,523631.4,1938.83,0.0,459.27,1,https://football.fantasysports.yahoo.com/2020/f1/523631,2020,Luke,459.27
110,110,399.l.523631.t.7,WeEatinGOOD,1,5.0,"{'wins': '6', 'losses': '7', 'ties': 0, 'percentage': '.462'}","{'type': 'loss', 'value': '1'}",2068.66,1914.7,6,7,0,0.462,55,0,399.l.523631,7,523631,523631.7,2068.66,0.0,358.33,3,https://football.fantasysports.yahoo.com/2020/f1/523631,2020,Patrick,514.05
111,111,399.l.523631.t.2,FonziFonarelli,5,4.0,"{'wins': '7', 'losses': '6', 'ties': 0, 'percentage': '.538'}","{'type': 'win', 'value': '1'}",1976.36,1898.47,7,6,0,0.538,30,0,399.l.523631,2,523631,523631.2,1976.36,0.0,310.93,1,https://football.fantasysports.yahoo.com/2020/f1/523631,2020,Benjamin,310.93
112,112,399.l.523631.t.3,1.25 Dick Sandwich,8,8.0,"{'wins': '6', 'losses': '7', 'ties': 0, 'percentage': '.462'}","{'type': 'win', 'value': '3'}",1919.62,1962.33,6,7,0,0.462,35,1,399.l.523631,3,523631,523631.3,1919.62,0.0,348.14,1,https://football.fantasysports.yahoo.com/2020/f1/523631,2020,Duncan,348.14
113,113,399.l.523631.t.8,Waiver Wire Wonders,9,9.0,"{'wins': '5', 'losses': '8', 'ties': 0, 'percentage': '.385'}","{'type': 'win', 'value': '1'}",1783.8,1882.69,5,8,0,0.385,37,1,399.l.523631,8,523631,523631.8,1783.8,0.0,259.43,1,https://football.fantasysports.yahoo.com/2020/f1/523631,2020,Bryan,259.43
114,114,399.l.523631.t.6,Aurturshelbysteam,7,10.0,"{'wins': '4', 'losses': '9', 'ties': 0, 'percentage': '.308'}","{'type': 'loss', 'value': '1'}",1811.36,2039.54,4,9,0,0.308,29,1,399.l.523631,6,523631,523631.6,1811.36,0.0,323.01,2,https://football.fantasysports.yahoo.com/2020/f1/523631,2020,David Casstevens,323.01
115,115,399.l.523631.t.10,JOEVID-19,10,7.0,"{'wins': '6', 'losses': '7', 'ties': 0, 'percentage': '.462'}","{'type': 'loss', 'value': '2'}",1931.11,2038.35,6,7,0,0.462,27,2,399.l.523631,10,523631,523631.1,1931.11,0.0,257.24,0,https://football.fantasysports.yahoo.com/2020/f1/523631,2020,Krista,314.59
116,116,406.l.696126.t.8,2 Packers 1 Kupp,1,6.0,"{'wins': '6', 'losses': '8', 'ties': 0, 'percentage': '.429'}","{'type': 'win', 'value': '1'}",2282.83,2203.35,6,8,0,0.429,35,4,406.l.696126,8,696126,696126.8,2282.83,0.0,553.58,3,https://football.fantasysports.yahoo.com/2021/f1/696126,2021,Bryan,553.58
117,117,406.l.696126.t.9,Where Mahomes At?,2,4.0,"{'wins': '8', 'losses': '6', 'ties': 0, 'percentage': '.571'}","{'type': 'win', 'value': '1'}",2206.39,2141.13,8,6,0,0.571,42,3,406.l.696126,9,696126,696126.9,2206.39,0.0,447.98,2,https://football.fantasysports.yahoo.com/2021/f1/696126,2021,Kevin,447.98
118,118,406.l.696126.t.4,Slaw Bunnies,3,1.0,"{'wins': '10', 'losses': '4', 'ties': 0, 'percentage': '.714'}","{'type': 'win', 'value': '3'}",2246.65,1957.81,10,4,0,0.714,37,0,406.l.696126,4,696126,696126.4,2246.65,0.0,326.08,1,https://football.fantasysports.yahoo.com/2021/f1/696126,2021,Luke,326.08
119,119,406.l.696126.t.7,2ManyUrklesOnYourTeam,4,2.0,"{'wins': '10', 'losses': '4', 'ties': 0, 'percentage': '.714'}","{'type': 'loss', 'value': '1'}",2213.85,1885.98,10,4,0,0.714,25,0,406.l.696126,7,696126,696126.7,2213.85,0.0,296.99,0,https://football.fantasysports.yahoo.com/2021/f1/696126,2021,Patrick,296.99
120,120,406.l.696126.t.2,FonziFonarelli,5,3.0,"{'wins': '9', 'losses': '5', 'ties': 0, 'percentage': '.643'}","{'type': 'win', 'value': '1'}",2144.54,2015.16,9,5,0,0.643,46,0,406.l.696126,2,696126,696126.2,2144.54,0.0,222.4,1,https://football.fantasysports.yahoo.com/2021/f1/696126,2021,Benjamin,222.4
121,121,406.l.696126.t.6,Najee moma,6,5.0,"{'wins': '7', 'losses': '7', 'ties': 0, 'percentage': '.500'}","{'type': 'loss', 'value': '1'}",2022.51,2232.0,7,7,0,0.5,34,1,406.l.696126,6,696126,696126.6,2022.51,0.0,280.98,0,https://football.fantasysports.yahoo.com/2021/f1/696126,2021,David Casstevens,280.98
122,122,406.l.696126.t.10,Hunt Fournette October,7,8.0,"{'wins': '5', 'losses': '9', 'ties': 0, 'percentage': '.357'}","{'type': 'loss', 'value': '2'}",1967.75,2152.77,5,9,0,0.357,40,2,406.l.696126,10,696126,696126.1,1967.75,0.0,296.55,2,https://football.fantasysports.yahoo.com/2021/f1/696126,2021,Krista,225.91
123,123,406.l.696126.t.5,Shooting For 1st,8,10.0,"{'wins': '4', 'losses': '10', 'ties': 0, 'percentage': '.286'}","{'type': 'loss', 'value': '1'}",1836.99,2048.02,4,10,0,0.286,29,4,406.l.696126,5,696126,696126.5,1836.99,0.0,290.82,1,https://football.fantasysports.yahoo.com/2021/f1/696126,2021,Mark,290.82
124,124,406.l.696126.t.3,Hot Freshman RBs,9,9.0,"{'wins': '4', 'losses': '10', 'ties': 0, 'percentage': '.286'}","{'type': 'win', 'value': '2'}",2002.98,2148.28,4,10,0,0.286,40,4,406.l.696126,3,696126,696126.3,2002.98,0.0,311.11,1,https://football.fantasysports.yahoo.com/2021/f1/696126,2021,Duncan,311.11
125,125,406.l.696126.t.1,Unsolicited Dak pix,10,7.0,"{'wins': '7', 'losses': '7', 'ties': 0, 'percentage': '.500'}","{'type': 'loss', 'value': '3'}",1990.3,2130.29,7,7,0,0.5,44,0,406.l.696126,1,696126,696126.1,1990.3,0.0,225.91,0,https://football.fantasysports.yahoo.com/2021/f1/696126,2021,Scott Gunter,225.91
126,126,414.l.709240.t.1,Unsolicited Dak pix,1,3.0,"{'wins': '9', 'losses': '5', 'ties': 0, 'percentage': '.643'}","{'type': 'win', 'value': '1'}",2341.75,2119.5,9,5,0,0.643,7,2,414.l.709240,1,709240,709240.1,2341.75,0.0,447.12,3,https://football.fantasysports.yahoo.com/2022/f1/709240,2022,Scott Gunter,465.42
127,127,414.l.709240.t.9,Book of Moremoms,2,4.0,"{'wins': '8', 'losses': '6', 'ties': 0, 'percentage': '.571'}","{'type': 'win', 'value': '3'}",2378.2,2147.63,8,6,0,0.571,15,0,414.l.709240,9,709240,709240.9,2378.2,0.0,513.79,2,https://football.fantasysports.yahoo.com/2022/f1/709240,2022,Kevin,513.79
128,128,414.l.709240.t.10,Fresh Princ(ess) of Helaire,3,2.0,"{'wins': '11', 'losses': '3', 'ties': 0, 'percentage': '.786'}","{'type': 'loss', 'value': '1'}",2298.28,2015.59,11,3,0,0.786,10,2,414.l.709240,10,709240,709240.1,2298.28,0.0,312.13,1,https://football.fantasysports.yahoo.com/2022/f1/709240,2022,Krista,465.42
129,129,414.l.709240.t.7,2ManyUrklesOnYourTeam,4,1.0,"{'wins': '11', 'losses': '3', 'ties': 0, 'percentage': '.786'}","{'type': 'win', 'value': '3'}",2413.74,2098.66,11,3,0,0.786,18,2,414.l.709240,7,709240,709240.7,2413.74,-4.55e-13,360.84,0,https://football.fantasysports.yahoo.com/2022/f1/709240,2022,Patrick,407.73
130,130,414.l.709240.t.6,Herbie and the Homeboy,5,6.0,"{'wins': '6', 'losses': '8', 'ties': 0, 'percentage': '.429'}","{'type': 'loss', 'value': '2'}",2171.05,2256.51,6,8,0,0.429,9,1,414.l.709240,6,709240,709240.6,2171.05,0.0,314.39,1,https://football.fantasysports.yahoo.com/2022/f1/709240,2022,David Casstevens,314.39
131,131,414.l.709240.t.3,Hurts is hurt,6,5.0,"{'wins': '8', 'losses': '6', 'ties': 0, 'percentage': '.571'}","{'type': 'loss', 'value': '1'}",2260.12,2193.3,8,6,0,0.571,11,3,414.l.709240,3,709240,709240.3,2260.12,0.0,308.54,0,https://football.fantasysports.yahoo.com/2022/f1/709240,2022,Duncan,308.54
132,132,414.l.709240.t.2,FonziFonarelli,7,9.0,"{'wins': '4', 'losses': '10', 'ties': 0, 'percentage': '.286'}","{'type': 'loss', 'value': '3'}",1918.29,2158.94,4,10,0,0.286,21,1,414.l.709240,2,709240,709240.2,1918.29,0.0,331.25,2,https://football.fantasysports.yahoo.com/2022/f1/709240,2022,Benjamin,341.0
133,133,414.l.709240.t.5,DangerBust Wilson,8,10.0,"{'wins': '3', 'losses': '11', 'ties': 0, 'percentage': '.214'}","{'type': 'win', 'value': '2'}",1997.32,2274.03,3,11,0,0.214,0,2,414.l.709240,5,709240,709240.5,1997.32,0.0,324.59,1,https://football.fantasysports.yahoo.com/2022/f1/709240,2022,Mark,324.59
134,134,414.l.709240.t.8,QB Hospice,9,7.0,"{'wins': '6', 'losses': '8', 'ties': 0, 'percentage': '.429'}","{'type': 'win', 'value': '1'}",2074.86,2195.31,6,8,0,0.429,16,0,414.l.709240,8,709240,709240.8,2074.86,0.0,282.29,1,https://football.fantasysports.yahoo.com/2022/f1/709240,2022,Bryan,282.29
135,135,414.l.709240.t.4,Slaw Bunnies,10,8.0,"{'wins': '4', 'losses': '10', 'ties': 0, 'percentage': '.286'}","{'type': 'loss', 'value': '4'}",2064.0,2458.14,4,10,0,0.286,11,1,414.l.709240,4,709240,709240.4,2064.0,0.0,241.34,0,https://football.fantasysports.yahoo.com/2022/f1/709240,2022,Luke,302.66
